Chromium f8675cbb337440a11bf9afb10ea11bae42bb92cb
WPT 790279663be2b1f314186c1863b7c60a07013f58
WPT 1754851612bb722677b8959d4d9ba3276d3c7329 latency=1070.96666667
WPT e21a323a168f3e6815b2e83dcc6b6a3fa077947f latency=1070.96666667
WPT 62218ab665960075617a5ce5f7b61bb9ddd31ffe latency=1070.98333333
WPT 761c7c567dde3b9b9f439e6848889cce722c1c1f latency=1070.98333333
WPT 7d834a98a91fda85d0a442f0a7238e008c92ab00 latency=1070.98333333
WPT ce24bc63f4822e83173ecc0334bc27749a3973fe latency=1070.98333333
WPT b205aab09887b15645b51e03986c8be774c875e2 latency=1070.98333333
WPT a8c06223015f8af3ef4e69b174c7f686a338f309 latency=1070.98333333
WPT 64b314ba31e1f22702f088d735dddebb92f73326 latency=1070.98333333
WPT 248b2c8e13f772ae48ee25872a3a542b2187b2f6 latency=1070.98333333
WPT a8c56f4ae9dcb7a51c52e14345f406c61adb1e46 latency=1070.98333333
WPT 81b7bbc0c2cdb6b58b81d357c036b540d51e85fe latency=1070.98333333
WPT 5aef21210b28f9992680a6c26834f1167a9b67b2 latency=1070.98333333
WPT 1c0fd7519ace9d2a963b807c1287654cc07f0c9b latency=1070.98333333
WPT fec5182d30a574899721c7c8d9647ed47be68751 latency=1070.98333333
WPT 67741132fd594a5489ccc53d43c7c7a76a66d932 latency=1071.0
WPT fb453e7b17301b0cf9b7c1ac1f5f02acb4532ca2 latency=1071.0
WPT e286017ef13f2a1a7a2c0659344998dae0587c84 latency=1071.0
WPT 14b354c7e48f4b024cf8138692c994bfb144b186 latency=1071.0
WPT 8ac2bd15073a560557ffe6b9b6a3c02707b924c8 latency=1071.0
WPT d6927768937796e5b82c5408dcda86887166f271 latency=1071.0
WPT 6f725ee9b11419cdd9845e5cef02a2802dd86096 latency=1071.0
WPT cee8eb57fa4f7e18744b92c5f6a04a2eb94606ad latency=1071.0
WPT 0f66a1ca5ace233c79e6326f656f6a127e1e9938 latency=1071.0
WPT 931f59c8404abb9f7369929dbdba0fa6a6a12e4f latency=1071.0
WPT f741b95510f8ed3a59704034908e82bd3390ccf7 latency=1071.0
WPT dfa68a157355207866b859ac78f78c803b926f4c latency=1071.0
WPT d023cdb4f41962450ecafb6e1214a93cdde20e91 latency=1071.01666667
WPT c55850dc0c388fc7f6191c71370fc2eb20da7bfa latency=1071.01666667
WPT 37c50a18aaaa86607e3f0e456defc14e2b571f4e latency=1071.01666667
WPT 913f658264c140f1143998df2f277b7cd4b9b619 latency=1071.01666667
WPT bf0a7f667cb3d0a93158d9ce8de73f0e9220c414 latency=1071.01666667
WPT b0decc34216603af392b03211dc0f03fe94e4726 latency=1071.01666667
WPT c65f1e04e3ba520390336fb48d08423edda022ab latency=1071.01666667
WPT d9800e59263a8ee25e51c1d35048381f9c03fa33 latency=1071.03333333
WPT 5a2d977dd6a989050f3e30e0e8f9277deee9d209 latency=1071.03333333
WPT 1b16ae10905529dce5e6c1ec9cfdda023b79af81 latency=1071.03333333
WPT de14d68a7a0609e30caf9223406b7c422c92bbdc latency=1071.03333333
WPT d2c6ce703134cdac5d80fe8d02f6334117f217cc latency=1072.2
WPT 19f3475c09d2fe435f94057b9e3495dea9ad6887 latency=1072.2
WPT 524bea1dd8d0ad58733072bd4e8b8044042f589e latency=1079.73333333
WPT 8cb4c86cd54ef6d3ca4fe211b8410d60302ff495 latency=1224.56666667
22/199 import 578d92784fd269a74c6bd1a090b86079777ef3e2
WPT 74d1512104523fa2a52a934e6c1b8b36c1c2fa7f latency=352.166666667
WPT f5fdb74fdbb2e22aa069718b38218e8d51dc0024 latency=588.133333333
WPT 858a4d9d3b714f43d072ef8166415034534dfab1 latency=669.783333333
23/199 import 3969f1110af028db716e0af8e8b3d9d9f49b6011
WPT 3b3f7feeb5509f3c400d6c7c350fb458641ca9ef latency=451.266666667
WPT 29503243a12e1fe744f86e59d1021778677fc08e latency=454.716666667
WPT 403ecd607a17241c3232f5e1e7ca9648175ea705 latency=492.666666667
WPT 2f76ef2c1db1f860bb7bcea0d80ba1b8c6cd2328 latency=571.3
24/199 import 52624e67fdb7496a8541d656cdac3e0743a26181
WPT 1f31c88950ae2092a64455d9444fc47fde15655c latency=353.866666667
WPT 3a4d67676d7d81090aa8375135ad5c8b2f35ed75 latency=386.6
25/199 import 24f2c1c5ef0c9b437014467b428209793d2ebcdd
WPT fe09c015980e75871b00f0086716c9588d47732c latency=185.5
WPT 6c01ffda2c0abc102b97b0e1d593d11ca961d7db latency=188.216666667
WPT 5e3ee1e2b0aec014b8bdd02a317bcf9a1b2222aa latency=209.05
WPT afb8c2ce31b5c33c34b42fecec6e07519273dd52 latency=312.966666667
WPT ea0dc05a90b23e4c3d82a210eb234b539826430d latency=427.3
WPT 9b1ea7f8f9f1f8762b8262ccdede0666ba501369 latency=434.0
WPT d2b88340ff510e91fdd0934a9f6e698e717ec7fb latency=477.05
WPT ba771ec88b013425a9e33c8e79d848323d4796ab latency=578.366666667
WPT ea1e3f95b5e84aa55bb0a1d2277731db2dc4abf6 latency=644.133333333
26/199 import 0a685431c53290468f4950fa49a19e54bee65294
WPT de7719144e1c7da2ca8d6a543bec428fcfd3c30f latency=332.533333333
WPT dca46a04a419e15d13e4867628dc4d2e1e20fa71 latency=886.716666667
27/199 import 101c128948eead8b279090a07803dc854d5ff542
WPT af00ca6ad20b55b7520f21fd603a63fd887f2696 latency=384.583333333
28/199 import 238de1d54d9a5fb4b378cd649598f64c0f929c98
WPT bda7d40121b903dd565bfb125e2c397f94d11f2e latency=365.483333333
WPT 5516a2bcb3a7e67da0ba3d69b973ef008c7c350b latency=517.633333333
WPT d46ed1258b5570fbc8090368b794a1be066ff449 latency=635.366666667
WPT 881052cae58edb7a79157e99c80c5c70253ec976 latency=745.8
WPT adda672e18628bc84efee9cfe53d3332a2354995 latency=1084.78333333
WPT 0b31edd8af18e2e8fbd2eef8473c71197ed1a6a9 latency=1236.13333333
29/199 import 8e969f72f02a9eebb51e5901ec4f6a6f19f8d8f8
WPT 4b8bd5316163aa25b7616fbed9c1bc5bf593ff7f latency=214.033333333
WPT 11de797ab464409b7b70d1df9e1dc56c680768bb latency=214.366666667
WPT cbc2da38b90e0870ac50a205d2fc2773de41bd5d latency=270.833333333
WPT 99fe9075321152a02db5ea1cc0ff8e0a2003fe6d latency=286.083333333
WPT a791b158c1568b41cd5a59fa11ff2b441881bb43 latency=672.633333333
30/199 import dc9d3cffe6f4d3b5655f3bb4824e1f94789b4d69
WPT 71c0f5d5b5480df45741a51f4563399f62a960b8 latency=200.333333333
31/199 import 791df0a6e5d716713872f68965f7712b62bac939
WPT e3c513e9ef1d1bf07488b13f55749b6ec1ebd8b9 latency=889.583333333
32/199 import 2fa96eead8c5eea003b5b7fb4f9262b3d136d76b
WPT 8f307589d72aa7057abf3d9fe5315e9bd8ff1711 latency=311.633333333
33/199 import 161d79200aa207b8f8973fbf5e6ecbe15a002ce0
WPT c82febe8303d27b90ec82780e2eda15ef2c472c7 latency=480.283333333
WPT 36c0c4d3d7128d4419aabd72c0695a39dbdb9c05 latency=491.083333333
WPT 36a303d04e3d3835a2544614a62ef2bbc3dac590 latency=491.416666667
WPT 3dc843598616ed97695554d7eb9f66a250bbc255 latency=508.25
WPT 51b3e6bc3d8666fca398af4d864856c08c8a5906 latency=573.233333333
WPT 1919699fc26e58e5fd74997491545ffab6bb94f0 latency=576.2
WPT 11757f10c88f5924bf6e6c6622dcc4c1b227a4bf latency=837.966666667
WPT 60a23aae29fd38f019a5e4186fc71e79b19ed653 latency=862.916666667
WPT 1b8c391c22e1bdc735a0411fbedf414a638e34f8 latency=870.666666667
WPT a0e1877d31758a1c51f2ad28653a29d9dae03476 latency=940.1
WPT 58a36b63959cf25621b59aed5eafb535160b67e4 latency=1051.61666667
WPT 531cc813d25af0a3bd2de1eab3ed9a553b9b8c71 latency=1493.95
WPT 4023971eb6eb72753f005efecbc7e5aa99379972 latency=1655.03333333
WPT 64432580a4b10b0d988c81b028cb989ebbfd660b latency=1756.71666667
WPT 00aa2ef0462b5b9605f12ddd488fcf0ac7e3dd1f latency=1763.9
WPT 5296dc4f169e6c4a4949ac9484290c738b3c774b latency=1931.55
WPT c07c5ed37cd553c52ed388aabbea913906d2b19e latency=1946.33333333
WPT 058351d37c202bfa56c95d59e32f24384f017f64 latency=1946.33333333
WPT 6439a72ba71f99e2f01abb9f69edc779698ba9bc latency=2008.51666667
WPT b4f9964264f7ecce09057a48e1cd3409895d61e5 latency=2072.88333333
WPT ea0874df7db42dd410ebaac509e16e267bb3fd02 latency=2080.35
WPT 80a530ac35edf4b358fc49fa7fe833c55d839ae6 latency=4526.91666667
WPT 1424821a23309489c9a6f120ccbd4bd9340b2d78 latency=6035.96666667
WPT 70a2bf67bb62b7fa2a530629f96e99c4009d7b1c latency=10373.55
WPT 231add764e6c9b8da4d47147862c4f308eaafe86 latency=10390.7666667
34/199 import 5563215e5237ba0244999833f6c25f6fd1330ea0
WPT 69a5511c7aa610512eb1a28c2c88c738a8868b1d latency=193.783333333
WPT 3909b35be3fa98c1d9f13a44acd2372abf7d91a9 latency=335.4
WPT 4c4bf7de3a9fcb6533f88f914e538531eabb0ec1 latency=368.833333333
WPT 8a6f30f34320073e44fcd3b9c9466f51a47902eb latency=383.633333333
WPT f5fa3535e1781455c1dd59b28c1380fd8356b0f3 latency=383.633333333
WPT 42bc539ed80fa868ccf8b0f2500cbb3655098c0b latency=383.633333333
WPT db1d658fd97ebbc6f1f96d554090ba52d680a71e latency=496.516666667
35/199 import 2c0e022892000ba5840c06ac9025c4e31f496113
WPT 3f001767433a9b7989f83cf5c17e37ed972b2c8c latency=227.8
WPT 98179733e877236e7eeaa0d55d6cafd10a5a0ee4 latency=376.016666667
36/199 import f37edf56d18b403837563bd51e13c5f8ad352b10
WPT 076ede79dc513a3f10c1bd1f7ea4a8b38be54877 latency=237.216666667
WPT 710d247c1e1e60ac5f3abdc5c6807145ce0f0b7e latency=238.133333333
WPT 2f8a988407319fff4efbefa41bc6d38ddb3032b7 latency=357.1
WPT 8acc73f8f849fcb5b69ff0be096bca38cd2e2422 latency=368.65
37/199 import 3b8d203c5e7460e1b8bf8ae10e8d53b90f7d8bbc
38/199 import c416dd1b51553005a513c46867113d583eaf3590
WPT de95df90f0988721d17d6ca62a3acc5ef9de7c41 latency=319.133333333
WPT acffd423744cf442bd07badb2193d0fe7951eb10 latency=319.65
WPT f34fa09aa4e62d4361032e2212c24b2ab5597ffa latency=330.916666667
WPT f84d530c3c3c1762506bb3a2bad1f98c9e6b74b2 latency=330.916666667
WPT 1331a04d17e65e7479e03d85111b1b1150644bbc latency=352.833333333
WPT 054537b4fdef7048b582d56fe3f5039ceedd7b4d latency=379.866666667
WPT 88b4ba9e6bb64e1ae7529bdabd5a3d044ceb5084 latency=408.5
39/199 import 0ddc35ba429e555fb7e7aca30d20605f042a2016
WPT d977904a0af38c7e2d28c6e1327fb437c2b2e0da latency=258.566666667
WPT fa273acc7947f6e7853aa6874436bc6863a65255 latency=382.5
WPT 2a8ca20dd25a6f91c7f7858cd92d298cdfe5caa9 latency=425.95
WPT ca3f1d7ee578f4eb5a9c2a5f65e52ffdc81f64b6 latency=425.95
WPT cf876359e469cb67664f8a5dfd06056ec3a07650 latency=437.816666667
WPT bb42139e15be87ea07347a9d6ec3bdc4a80a67d8 latency=452.45
WPT 1defd02affa336876a808a01a26b62a13eaa75fa latency=457.466666667
WPT 5108ccbee268c181348b19b256ee0db688ee9ab8 latency=463.066666667
WPT 78a3034eb4433c54da080bb413f713b060dfd2f2 latency=98587.9666667
WPT 64b7cf6f12b47ae1414133cb94df53a2e6818945 latency=98827.55
WPT 7828bcf51a283cd0c8c742029995555a77bd542e latency=102920.633333
WPT 8419ec28df46e91ebfcbf568475b960450ff9769 latency=102969.8
40/199 import ce099e953eebf2a7244f69695f1b9e602c51a3db
WPT c01fba85aae23853d2f63c5c57ac90863a252c1c latency=239.733333333
WPT cc4432f2ec2e75fa11fb46ddb10413f0d9cb7661 latency=280.65
WPT 282babae62d4018d3b77ae7a46508947740c61ef latency=318.033333333
WPT b160ff5842e3fd0f0511766d582ace88f44318f1 latency=323.866666667
41/199 import 1e946200bb1a9caf65401104738155c1a4f0dc2e
WPT 10c9e8d229bf144bffdb27e3cd6b25093af1ca68 latency=126.566666667
42/199 import aaab8b264903f2cd854d7aa096d49e1863f7d0a0
WPT ff8a47d24cb7aaec7afc4c5928069b964313c323 latency=281.016666667
43/199 import 66d521fb3356d457874adce5a1c8f9c0b88ee32f
WPT 00ddbdae759fd902b123aecb77525c6669eb293e latency=316.133333333
WPT 8283e76297a671059a8f75a5aceeb2f9f160f1f8 latency=318.95
WPT a2cb7ed80546c57a7598bd1678ba488c09e17f9d latency=331.9
44/199 import cbf8d6917fe56e53c246a3c177c689627da88637
WPT 94011d61fb401bcc5513599e22a0b7e8c62a505f latency=314.316666667
WPT e2269c2c71aa52f5b22c5e99a1008c798e28ff12 latency=535.0
45/199 import abab7b8784d712bb28f628d43db59eefb0bac8ec
WPT 031d229a27a5c9bac6e1ad2ad9edb831d8904f5e latency=269.266666667
WPT 8b8d0a5cf514088345a3cdc37e797468ae478532 latency=269.266666667
WPT a1d9fd702e77c6aaf0a50f1a7d6e7d83e47cf0da latency=269.266666667
WPT 27b37cb4caff167e25ac68671cd1ec70f67a9493 latency=269.266666667
WPT a5f3396ffb08d9caabc082ad0abbdbd548ac2026 latency=269.266666667
WPT e9f1f1f49b5a337c3bc1145d3260525d587a5c65 latency=269.266666667
WPT b5dfbb143608995bb1a4ce468ac245cd7e262724 latency=345.083333333
WPT e2c20c87aaf112f7a2cab9b5208421d7a27d2e83 latency=348.316666667
WPT a70756f0e771ab833824e342078a9d812b3e228b latency=352.983333333
WPT ac6aeca32dabf6b2aacd76a0cbc9a3bae55e11a2 latency=354.05
WPT 980a0f6011a407e9d4aa75ceb36cf7b514d92acd latency=364.216666667
WPT af086ce7dad2f1d965bfc4e8a632fcbedfa4ef3f latency=381.283333333
WPT 2af9989934c3d1a4110f1cb17f389171e137344a latency=16553.6833333
WPT 0d640b1df8986adb5403752ef302113eecdffbed latency=26931.6
46/199 import 7289ca00a8956af0640ed7a7ad175f0c12e2d98c
WPT 325024d358826554542ccf3088cdb08afb912bda latency=166.033333333
WPT 801080ff10da6a1a37a5208580ac10e08102ecde latency=166.033333333
WPT 2987cce9c18372cc0298203fde4ea7d1f74daca1 latency=179.9
WPT a6d20c74b6047977d330b563f5326ecd7b4e7db9 latency=179.9
WPT f9884dba74acd70f6361c1a96a0fb47533c13a22 latency=191.85
WPT 79f4d562462e68b9bc16312fb3d6604b86c19431 latency=196.566666667
WPT de890d514041e83ae94912a5d079e029eb58720e latency=266.533333333
WPT 9bea493fe78a21ce0a4b521c6c2790a0e0b6a28b latency=295.6
WPT 0ff3fdb365cd9f3c6e1de9735693d6b4b1d9c7ae latency=316.383333333
WPT 0221d627020060dbaef4c7a29b00356bcd449ed8 latency=385.4
WPT f22acf85f6347f35366042f2076a235faad07caa latency=434.166666667
47/199 import d60fffd82610b50797b45ba9dd9ad58fdccc9141
WPT 85a171624eb2567acdc104d81a4a0bd3fbc4622b latency=523.966666667
WPT fb91c34278e7a3bded510a3601b6edbcf4567d13 latency=792.633333333
WPT 6063e33db5db337755eb21ea179ebc819fab9ad1 latency=829.416666667
WPT 4bab5982edac9687bc9815108f3ab5a9e558c179 latency=845.383333333
WPT 5255b771aea5c54eddffcc78170bce017f54cfe5 latency=847.85
WPT 956bca59ecbaa255db9352f09b4f92b70253dbf6 latency=878.866666667
WPT 0b191ca48c3cb6bdc8ab459b059ca4cca0b14f95 latency=920.683333333
WPT 022f6d9ca01e6385c624885fa602f78e1c76d3c0 latency=950.316666667
WPT 77d2769880dc0579fd9841b66753f37219ea5f21 latency=9809.36666667
WPT 081f5d4d907ffaf683e30d691ac5ce437b5d880c latency=9842.36666667
WPT 4f84851ec6b4ef430a816bef2b4c443f534f5743 latency=11009.25
48/199 import 91b3f517f7f9aed6f7312c983e6cf9b9c1573a4d
WPT 217f45791a19ea87d11473681bb8b26cb57bd189 latency=255.0
WPT a56041f53b2092818960c541d54031cf2b6b7434 latency=333.116666667
WPT ffa20bd5057f4ce012200b30c2e4e96f042a0c58 latency=406.683333333
WPT e2a208e9406d543b66c39d5a77ff1eee192e1db0 latency=436.483333333
WPT 1f67db8f16b5bf3a6657fb757ca9187485206333 latency=526.4
WPT 21d81d794690094fed5994e0e7a3b3f3bf850150 latency=527.983333333
WPT 9b8b054af0cd0c1971733ea8b8c793a7a4f397e1 latency=903.65
WPT 0bbd533f90b2ab44b4642638cc76125382ea31f4 latency=906.466666667
WPT ea2f521d593aec7b8abba7f0f2800f8aa476af5f latency=932.933333333
WPT b09697cc51af4fc49f20e6889985f2485f8e7777 latency=1020.9
WPT 0cbf99008b63a7b9384a919d652e0c466a341eab latency=1044.18333333
WPT ab65a604319cd1eb8fa6c039c7a80bb7c2294408 latency=1136.28333333
WPT 87d16a5a9906f9d6351fe32b20ff5a06ff50013d latency=1748.56666667
WPT de6ce4a47fe10bc7a86947ca9ff7dbc48c2d4648 latency=3821.95
WPT 3caadd3a2c0d1060fef4315bbf7027c52b5e1485 latency=4655.08333333
WPT 28ae9dba4a17a112e42b150389fa7152016b5bcc latency=6739.08333333
WPT 6dd9684e7ba64e84d3855ddc276002bac33683a2 latency=6776.8
WPT e19368829ac48436cb917e2b35ae5dfb283c50d1 latency=9081.98333333
WPT 61f2dea64cf4640fe51fe67ff1aa7fbdb51c65b8 latency=26696.3
WPT aa6e6e57ba098ef8b2eac25ea6b33aa6d0508fa9 latency=26698.4833333
49/199 import f6906bfcfc061b2efd53c1555533b929424bd1c2
WPT 4efe9f5bfe0eb84e3f131e7bb1d9bd91ad24c288 latency=413.75
WPT 71f11e718a93c2bda1b4653494b450da8139af23 latency=434.466666667
WPT 005818a466355f40bff09c7dfec261445e48d5c2 latency=943.083333333
WPT 37f4e332578f400555eba1252835f0315afdb2d1 latency=1691.78333333
50/199 import d249361a4796436be7a2086238ee4288b9fd27dd
WPT 0f1ee41f0a201f836a5d4983bab14884c499b6b9 latency=193.183333333
WPT d4ccae09e127440bc0e09ed6064358b19122657b latency=276.283333333
51/199 import 61de006f56f182ecb1fc38b5f65eba97adc10b08
52/199 import e249a6fd5c907ec2d537039e4b0de299f592f9ff
WPT 85803821166bdc6db2849cd7eadfbc41de8dd698 latency=307.083333333
WPT 9b7d7ec9b0b35eb9e7aa67b04046be0b3bbc95b8 latency=416.933333333
WPT 92f545a380e62d98919f653841de75a86c0578da latency=582.55
53/199 import aa92003c1086082b3a133cea65cc18ef0835814e
WPT f38b7751a8e535bcb7b1b1d2d504c8206f47a0ce latency=265.083333333
WPT 02ce380f33c0ddbb955a2ba38f394c5d98b1ea86 latency=280.2
WPT d31bf6abadd145f71168752ce014b20260687c05 latency=392.5
WPT 26d2e727f4d0cf920ec99162e6924ef66b275649 latency=395.45
WPT 95e9780103b909fb7930259b758a01d864b31b97 latency=493.433333333
WPT 1a4049a9ea46b6b20203dcf80e86d8b6e9463629 latency=680.85
WPT f08cc69d97faf043177eeed67c4351bda8b730eb latency=777.716666667
54/199 import 369a662dfe86ff744bcb84e74628d9bb4c4f9ccc
55/199 import 4e199c1cbaeb843cc320c2418962941b4f0524f0
WPT 261368e63260cf79cf187af8459c5f9f5a0a6226 latency=182.116666667
WPT 717bb8ee7b7874afe788d0ab99d9febcd73d6d43 latency=501.383333333
WPT a104e1034dc0e8b12cd105cbfdc600dc5d7f8111 latency=517.45
56/199 import fc1d6d7b0604736c15b8178583856047b37f7a07
WPT ce2257162062c0b841062bf96a80c1a08398a8a4 latency=258.733333333
WPT a06364aebe91be559211f8c813cfa5f4028638bc latency=463.733333333
57/199 import 0b7f753c721876f7b77e0af1da0a2ef11a6719e8
58/199 import ebe98bb4c72ed0513b22c13830dd58bf211b28d6
WPT 09ee0658f18f019d767e6a3ff6b51cc73971ae7c latency=381.616666667
WPT 7258b706b9703c62282a4c14d6e70cc90693b0cf latency=390.533333333
WPT e369389d59200690f255666bb310ae306e540dcc latency=418.1
59/199 import 99e3e3dda0b02959ce8d476a0593d0e9817977c9
60/199 import ee07711fafdfd5d785eed3b07797714ae55d8ca6
WPT df7076c3bf5e5bf4ce46a036fb08312df22e2689 latency=206.566666667
WPT 6efe00962b7f8cf038ccc28ccdbef46c860bce21 latency=343.283333333
WPT 599f47a499050f971a6e5390a011fb41d1a5d907 latency=351.016666667
WPT b992a43bb8940cecc75836a73c14610cf1decf9c latency=358.15
WPT fe54596e150dded2fc7bbee41c1f6e16ed636761 latency=362.95
61/199 import 20769c62c80533e7d40ca277e3711be1e002c04e
WPT 016ed948090f94a6889adf31ba4398820ca6c5b4 latency=223.6
WPT fde3d4d8d0ce1877b4281e5cf288bed854eac1f6 latency=224.166666667
WPT 7344ff912d0509a29482e98fe3da2eb38dcf0467 latency=308.916666667
WPT 8963e7a86c3ef85f98c820f5db6c6990e2bf7395 latency=537.3
62/199 import 9ba281d85364790878472f78a71ca62892b7c02b
WPT d2c1a196b75dce755d29d1c2abfbc1b243f09c66 latency=265.466666667
WPT fbfb057afa6b26b62d38c9cd1ae914c453bffcab latency=402.416666667
63/199 import 548147b12f537fc9f907865dc55bcf69dbc32794
WPT 08e02fed1a222ebe2878ec32181eba7f4fb2721b latency=475.783333333
64/199 import cdb2193894f0fac3d1998d86ab82d9ce6ed0ed3f
WPT cdcb657b80f2434bc0a830fc5f37108216d7a4ad latency=182.15
WPT 1c388d60f1d1f6d6101952c526d7d22e117b3dc3 latency=187.416666667
WPT 92f40821c68dfbf611047b413db5202bd84148c3 latency=223.866666667
WPT 5b857bf79ede0c99761aca3d5562e86ba979e49f latency=286.5
65/199 import 59863eaea28efac7580ee1777fc9393bffc94a24
66/199 import 4453afe9d1dc8ecab6deb51b8a371bdebe8b7f0c
WPT 48149a43018cbe686e14b3632398f14803d3ccd0 latency=158.783333333
WPT dcc401b6eef621dc27a31e18aa384ceaff596fec latency=1041.78333333
WPT 82d83b1546626c35cb651a6054dae1b16e65d652 latency=1082.58333333
WPT 4d2232be41b581d0ec7b67bd41ed627b722b1672 latency=3861.18333333
67/199 import e98a8b2ad16477e09c5d6bd4baa0251696327325
WPT b47289f19cadb0a268b6ae71162e7822b38ffddb latency=331.2
WPT 79b10e653acdd18a613c6f16591ad0fa7b05241f latency=2628.98333333
68/199 import 0cf58de0a169fc4a939329ef8a9d7bf2c5079263
69/199 import 10d3823d5eb8b2b3d311e0ce66a6326ff5e875c7
WPT 6667388df688599fb4f66365f729603d96fbcb0b latency=413.35
WPT 055df5106d048979e84436e8a673f83831725be0 latency=414.25
70/199 import 5bd2541e8886fed169fa50f4127f0be1c413615e
WPT 31fdb1cf3c4433794f9743d976fbe419e1a6b940 latency=209.533333333
71/199 import 3d322f26c2ab59151295d385d6f3265536ab2f39
WPT 2020f5562985f08ee91382e786d43a6baf059f44 latency=342.316666667
WPT 870a989cf34c13af746e974b3e0d54a2a7e22da8 latency=394.483333333
WPT 6ed9ff0bbefff460e84fc06298f9f271ebd10932 latency=9700.03333333
72/199 import 22519265b4a7417882a7f8faafda869dd1490c47
WPT ef25d49bf263a752e05fb0533f674a68ac0985f4 latency=458.633333333
WPT 6e3d833ab2f82ee6d8d63dfb98cb453300fc3a35 latency=1000.01666667
73/199 import c9141b28762dde63dc5a1bcaf9d5736ed869d61c
WPT 2d402762d454a242f8228f77ca519216548860a2 latency=629.816666667
WPT a440a21650d59d907edf7ac36923359c5884145c latency=638.716666667
WPT 53008fece70040f1886d2ba5ff92a97eed1e4037 latency=783.183333333
WPT 1e241d879e55ef455684cd17cd8dd5e2102fc04a latency=944.6
WPT 4f7b86086cf32e504341e3cf606bb1cd5e1fcd7d latency=970.633333333
WPT f3807e8cabeb91166369cb49f28639be39ce3486 latency=1106.35
WPT 986881aaf27ffc441f67dd9e5595e797141b1f40 latency=1115.15
WPT fbf0fe1470bcad4217726579382ce6a7d89eb972 latency=1115.15
WPT edad6553165e91513a2338afccddcaf1bb8ca27d latency=1115.15
WPT 8bfc8f0ecfc4d5c2665731364d0a0bba5915a4ca latency=1115.15
WPT ef5ee1739ab3e29ab4c93c196355d0c58db0022f latency=1115.16666667
74/199 import a92f0e704f4f983bb8131121296af36bc7246a49
WPT 21a7c2e725bb4ef112b2a7aed5530b3b5fecb95c latency=241.816666667
WPT 961d065a35c6497f18cf105b128d898991b4efdc latency=243.133333333
WPT 951402396727220f10872d3e11ce7ebb32978d88 latency=244.683333333
WPT dd7bb46e85fc38ba329bc2c6425e1d4f88c5af99 latency=303.816666667
75/199 import 81f9b03ff99d7a902f546a2bf69d00b16009d2a1
WPT 92770f655298aa72b0c0ee9238377d6b04d2e3e6 latency=171.05
WPT fd44cda66ecf40b71959be65d7c2079ff86cb649 latency=403.416666667
76/199 import e73818c36e165235997e23208baea38f1232e963
WPT e53e73852833c06342ea93d30703ebbcec0a20e3 latency=325.5
77/199 import 70f98658bb005ad3ef6a554c0ff93f0984480fbf
78/199 import 7b84aa77ccc236ee8fb717bef6def4111aa95e98
WPT b83981215e4159c618dcbe64aa5c431c1b2b8970 latency=191.133333333
WPT 9faa3a485a04d34c1923bdf73963df01e571faa2 latency=262.95
79/199 import f950418d8ef9ee4284078f6416df48ae9ecf289e
WPT b08a29b2d808dbc115450be3f441a1e23e8d4a1f latency=171.883333333
80/199 import 6b796de8790815946627e9eabd90e54ba1cbb443
WPT 5df9c562a121ae5d44de5eb673c51e5af14223c1 latency=177.4
81/199 import db77e2a46cdb7df23fc062c702499452ee282f21
WPT 4268922eda723d414a534e057754faf5dce685c2 latency=146.483333333
82/199 import 291a73e406ff171c3dca199d6815f701ed752af3
WPT b88862e6e574c2116f8efea0e982f6776a3c4b22 latency=466.25
WPT d5d510ef1bf330030f28858b11fcb8652498a261 latency=466.65
WPT 41cd7ce6856b5c044396dcb152eb081cc6df6bde latency=467.0
WPT 39157fffa537203ecf88aa526d102873aa16a962 latency=467.333333333
WPT f2cb90f2f8845c34293822088f9a3da0d7fee8c9 latency=467.9
WPT b4aebb5c3adb459df8321428db26f848148636fb latency=468.25
WPT 4ff1360d3b32542537964ce52aa3efc4db320c49 latency=468.866666667
WPT 1a74b2ec120fd741962848519603a3ffa1d4fb47 latency=469.2
WPT 09dab8a6831acdbfa87c4c9823aeb76c2031a670 latency=469.55
WPT 7902b5d65328ace6dedf8e573e414efa5388fb7b latency=470.25
WPT cee8a2a0682d0f1d534e20bedeeefa13635c535b latency=470.616666667
WPT 64e284859efaaca4c56a4beb71f006475a5b72ad latency=471.183333333
WPT 8d32742c9192340f9e70a0206d5e9ba54196fb7a latency=471.566666667
WPT 72fa6d24cccd4c36ca46dde031d966fe21db999a latency=472.033333333
WPT 627f1862716b6042bdc30b00125e0d205742be99 latency=472.45
WPT 8af050460860be98028006985e2f791c3fa0e0a4 latency=473.133333333
WPT 26646d74859cfc9e0242fc96cbb0992671a9c3d6 latency=473.5
WPT e91c8014808cf00b55b67efb287d4c09194987e9 latency=473.933333333
WPT aaabbe2da5ce8b8b28d5bcecddb05701bfffd73a latency=474.316666667
WPT 02e0110149788d6919f3ad705c5e73d1b1ce38d0 latency=475.116666667
WPT e4270cd174f37f3569d17e0a0d225ac36eaa239d latency=475.533333333
WPT 8aee70f24372033433f5565c6170cb05f8e38143 latency=475.966666667
WPT 17693c170d1c88456596a10d26f6756cb8f51255 latency=476.366666667
WPT 46a28ed59e7ee5e94c8d1592abfa2bd8da9493a4 latency=476.766666667
WPT 717ab1148a09a8fc6ff7b2c6d804ff964a5dd9d7 latency=477.2
WPT 95cbc2c6140292805fcbf0a5fcaf996c5e44a724 latency=477.633333333
